NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	F3	coagulation factor III, tissue factor [Source:HGNC Symbol;Acc:HGNC:3541]	103	0.4587521255016327	-0.186192	Yes	
row_1	MMP1	matrix metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:7155]	119	0.43052342534065247	-0.118606366	Yes	
row_2	KCNMA1	potassium calcium-activated channel subfamily M alpha 1 [Source:HGNC Symbol;Acc:HGNC:6284]	156	0.3738042116165161	-0.12810333	Yes	
row_3	IGF2	insulin like growth factor 2 [Source:HGNC Symbol;Acc:HGNC:5466]	178	0.3475959002971649	-0.099913806	Yes	
row_4	KIF1A	kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]	179	0.34677672386169434	-0.009623034	Yes	
row_5	KIF5A	kinesin family member 5A [Source:HGNC Symbol;Acc:HGNC:6323]	213	0.25880321860313416	-0.0401609	Yes	
row_6	NOS1	nitric oxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:7872]	219	0.22710134088993073	0.0041330163	Yes	
row_7	ALB	albumin [Source:HGNC Symbol;Acc:HGNC:399]	229	0.050247564911842346	-0.009490182	Yes	
row_8	SERPIND1	serpin family D member 1 [Source:HGNC Symbol;Acc:HGNC:4838]	230	-0.06941308081150055	0.008583005	Yes	
row_9	APOA1	apolipoprotein A1 [Source:HGNC Symbol;Acc:HGNC:600]	238	-0.16644014418125153	0.03114776	Yes	
row_10	PLG	plasminogen [Source:HGNC Symbol;Acc:HGNC:9071]	243	-0.18169789016246796	0.06658728	Yes	
row_11	AHSG	alpha 2-HS glycoprotein [Source:HGNC Symbol;Acc:HGNC:349]	247	-0.19736860692501068	0.109074354	Yes	
row_12	PSG4	pregnancy specific beta-1-glycoprotein 4 [Source:HGNC Symbol;Acc:HGNC:9521]	276	-0.30639538168907166	0.105764925	Yes	
row_13	TUBA3C	tubulin alpha 3c [Source:HGNC Symbol;Acc:HGNC:12408]	305	-0.4257465898990631	0.13353114	Yes	
